,time,location,avg_7
503,2021-02-19,NHDH,-2.4473234976401583
504,2021-02-20,NHDH,-1.9898102761035528
505,2021-02-21,NHDH,-1.4843429347029915
506,2021-02-22,NHDH,-0.940441340296205
507,2021-02-23,NHDH,-0.2124405305728338
508,2021-02-24,NHDH,0.109519272919062
509,2021-02-25,NHDH,0.1856343121152204
510,2021-02-26,NHDH,0.2209523635182448
511,2021-02-27,NHDH,0.1992935527016771
512,2021-02-28,NHDH,0.4888793144125142
513,2021-03-01,NHDH,0.5057280820024388
514,2021-03-02,NHDH,0.5027204729620534
515,2021-03-03,NHDH,0.522633006543073
516,2021-03-04,NHDH,0.5067612340239196
517,2021-03-05,NHDH,0.5536275670799777
518,2021-03-06,NHDH,0.9485917053601216
519,2021-03-07,NHDH,0.2486899072325518
520,2021-03-08,NHDH,0.3874415635950266
521,2021-03-09,NHDH,0.4114449258186656
522,2021-03-10,NHDH,0.1662164499656118
523,2021-03-11,NHDH,0.1051460526928548
524,2021-03-12,NHDH,0.0435057980216471
525,2021-03-13,NHDH,0.057198360641237
526,2021-03-14,NHDH,0.3027844140304886
527,2021-03-15,NHDH,0.3345844542457188
528,2021-03-16,NHDH,0.3837933089779773
529,2021-03-17,NHDH,0.6106286173160028
530,2021-03-18,NHDH,0.6152154706008492
531,2021-03-19,NHDH,0.6537918074469355
532,2021-03-20,NHDH,0.6879121264735132
533,2021-03-21,NHDH,0.6794289639603184
534,2021-03-22,NHDH,0.7041215170928189
535,2021-03-23,NHDH,0.628938056915559
536,2021-03-24,NHDH,0.5788694262296652
537,2021-03-25,NHDH,0.5209866107877215
538,2021-03-26,NHDH,0.394262176761541
539,2021-03-27,NHDH,0.5558927883659303
540,2021-03-28,NHDH,1.128015265043358
541,2021-03-29,NHDH,1.289153573253228
542,2021-03-30,NHDH,1.306358988032785
543,2021-03-31,NHDH,1.3000165544036526
544,2021-04-01,NHDH,1.330830719312485
545,2021-04-02,NHDH,1.3262708450338967
546,2021-04-03,NHDH,1.066938440199919
547,2021-04-04,NHDH,0.14592045935169
548,2021-04-05,NHDH,-0.2995565751700664
549,2021-04-06,NHDH,-0.2882994807015461
550,2021-04-07,NHDH,-0.1533059401715234
551,2021-04-08,NHDH,0.0279252126936576
552,2021-04-09,NHDH,0.038594435561292
553,2021-04-10,NHDH,0.0928989387793773
554,2021-04-11,NHDH,0.6390542524684169
555,2021-04-12,NHDH,1.0540595609443029
556,2021-04-13,NHDH,1.1660806077358457
557,2021-04-14,NHDH,1.1300018161297831
558,2021-04-15,NHDH,1.1136483119608196
559,2021-04-16,NHDH,1.2363208211432033
560,2021-04-17,NHDH,1.3004037326986724
561,2021-04-18,NHDH,1.282862983303178
562,2021-04-19,NHDH,1.4024619159843357
563,2021-04-20,NHDH,1.4046871339574711
564,2021-04-21,NHDH,1.43410634066616
565,2021-04-22,NHDH,1.3572204123975822
566,2021-04-23,NHDH,1.29029438760291
567,2021-04-24,NHDH,1.1936685406442344
568,2021-04-25,NHDH,1.107725448327679
569,2021-04-26,NHDH,1.082354868050502
570,2021-04-27,NHDH,1.072353861783037
571,2021-04-28,NHDH,1.037033949770008
572,2021-04-29,NHDH,1.0723616425567697
573,2021-04-30,NHDH,1.0785480377683
574,2021-05-01,NHDH,1.0580020473648788
575,2021-05-02,NHDH,1.081239679590481
576,2021-05-03,NHDH,0.9727681899436929
577,2021-05-04,NHDH,0.8795802628958428
578,2021-05-05,NHDH,0.8987849147978408
579,2021-05-06,NHDH,0.8193215191941136
580,2021-05-07,NHDH,0.6493289391659075
581,2021-05-08,NHDH,0.6607292168885075
582,2021-05-09,NHDH,0.4636750905021679
583,2021-05-10,NHDH,0.5095334745078421
584,2021-05-11,NHDH,0.5515176230003296
585,2021-05-12,NHDH,0.6124268228232264
586,2021-05-13,NHDH,0.6243272692490182
587,2021-05-14,NHDH,0.6504069152353087
588,2021-05-15,NHDH,0.6872749483956483
589,2021-05-16,NHDH,0.6387292358416211
590,2021-05-17,NHDH,0.6410545890372277
591,2021-05-18,NHDH,0.633234145850212
592,2021-05-19,NHDH,0.6017694402464809
593,2021-05-20,NHDH,0.6015387232610243
594,2021-05-21,NHDH,0.598462524966214
595,2021-05-22,NHDH,0.5452214511537846
596,2021-05-23,NHDH,0.3925045666686476
597,2021-05-24,NHDH,0.1253714243004271
598,2021-05-25,NHDH,0.053878336455176
599,2021-05-26,NHDH,-0.0071233024123558
600,2021-05-27,NHDH,-0.034035491643662
601,2021-05-28,NHDH,-0.0865883894741822
602,2021-05-29,NHDH,-0.1470402994336823
603,2021-05-30,NHDH,0.0140186786960932
604,2021-05-31,NHDH,0.1933658683655854
605,2021-06-01,NHDH,0.014530687722319
606,2021-06-02,NHDH,-0.3051572976634801
607,2021-06-03,NHDH,-0.8284163185302027
608,2021-06-04,NHDH,-2.0752026245352364
609,2021-06-05,NHDH,-6.385312000322245
610,2021-06-06,NHDH,
611,2021-06-07,NHDH,
612,2021-06-08,NHDH,
613,2021-06-09,NHDH,
614,2021-06-10,NHDH,
615,2021-06-11,NHDH,
616,2021-06-12,NHDH,
617,2021-06-13,NHDH,
618,2021-06-14,NHDH,
619,2021-06-15,NHDH,
620,2021-06-16,NHDH,
621,2021-06-17,NHDH,
622,2021-06-18,NHDH,
623,2021-06-19,NHDH,
624,2021-06-20,NHDH,
625,2021-06-21,NHDH,
626,2021-06-22,NHDH,
627,2021-06-23,NHDH,
628,2021-06-24,NHDH,
629,2021-06-25,NHDH,
